id,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,price,minimum_nights,maximum_nights,accommodates,bedrooms,beds,number_of_reviews,number_of_reviews_ltm,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,host_is_superhost,host_response_rate,host_listings_count,availability_365,price_normalized,weighted_score
7.230224178250182e+17,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room in rental unit,Private room,41.3835,2.17973,92.0,1.0,1125.0,1.0,1.0,1.0,19.0,16.0,1.19,4.63,4.42,4.89,4.95,4.32,f,30%,1.0,311.0,0.7525546944654002,1.5141277347232702
6.224636519574235e+17,el Raval,Ciutat Vella,Private room in rental unit,Private room,41.37921,2.17276,79.0,1.0,10.0,1.0,1.0,1.0,26.0,18.0,1.47,4.5,4.42,4.81,4.46,4.35,f,94%,1.0,42.0,0.791783828269666,1.5150891914134834
9.288477007783793e+17,el Poblenou,Sant Martí,Private room in rental unit,Private room,41.4055242,2.2037315,80.0,1.0,1125.0,1.0,1.0,1.0,0.0,0.0,1.7181818181818185,4.815454545454546,4.652727272727272,4.571818181818181,4.823636363636364,4.470909090909091,f,33%,1.0,264.0,0.7887662025924148,1.515120128311439
1.099309416830724e+18,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,41.39933,2.15973,150.0,1.0,365.0,1.0,1.0,1.0,0.0,0.0,1.6363636363636365,4.795454545454546,4.631818181818182,4.745454545454546,4.836363636363637,4.490909090909091,f,58%,1.0,364.0,0.5775324051848296,1.515240256622878
9.972927064814596e+17,el Raval,Ciutat Vella,Shared room in rental unit,Shared room,41.3790929,2.172666,67.0,2.0,365.0,1.0,1.0,1.0,1.0,1.0,0.2,3.863863636363636,4.0,4.1431818181818185,4.28,3.683636363636365,f,100%,1.0,235.0,0.8279953363966807,1.5169224940925616
1.0890182091744696e+18,el Besòs i el Maresme,Sant Martí,Private room in rental unit,Private room,41.41593,2.21748,28.0,1.0,31.0,1.0,1.0,1.0,0.0,0.0,2.166363636363636,4.485454545454545,4.57,4.588181818181818,4.86090909090909,4.420909090909091,f,100%,1.0,136.0,0.9456827378094781,1.5187841368904742
1.0860053946824296e+18,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,41.38817616655413,2.166342245631162,120.0,2.0,365.0,2.0,1.0,0.0,0.0,0.0,1.89,3.9472727272727273,4.159090909090909,4.363636363636363,4.318181818181818,3.683636363636365,f,100%,1.0,251.0,0.6680611755023661,1.5199485133205732
1.0209051383679322e+18,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,41.38602909999999,2.1451992,44.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,1.9509090909090911,4.369090909090909,4.25,4.843636363636364,4.714545454545455,4.330909090909092,f,0%,1.0,125.0,0.8974007269734586,1.5201427636214007
9.433459571906874e+17,Sant Andreu,Sant Andreu,Private room in rental unit,Private room,41.43963,2.18727,64.0,1.0,1125.0,1.0,1.0,1.0,0.0,0.0,1.570909090909091,4.615454545454546,4.54,4.6481818181818175,4.927272727272727,4.471818181818182,f,100%,1.0,364.0,0.8370482134284343,1.521443319762331
9.05580995532955e+17,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,41.3996684,2.1666106,36.0,2.0,364.0,1.0,1.0,1.0,1.0,1.0,0.13,4.0,3.895000000000001,4.1431818181818185,5.0,3.683636363636365,f,50%,1.0,53.0,0.9215417323914683,1.521599813892301
6.616783708613679e+17,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room in rental unit,Private room,41.40377,2.16832,43.0,1.0,365.0,1.0,1.0,1.0,103.0,40.0,4.495681818181817,4.61,4.59,4.69,4.86,4.46,f,96%,1.0,0.0,0.9004183526507098,1.5255209176325357
2228023.0,Sarrià,Sarrià-Sant Gervasi,Private room in rental unit,Private room,41.39706080475305,2.121822235012625,197.0,1.0,30.0,1.0,1.0,1.0,0.0,0.0,1.530909090909091,4.661818181818182,4.720909090909092,4.829090909090909,4.801818181818181,4.624545454545454,f,58%,1.0,365.0,0.4357039983540223,1.525694290826792
6.562558965216067e+17,Sants - Badal,Sants-Montjuïc,Private room in rental unit,Private room,41.37202,2.12854,40.0,1.0,365.0,1.0,1.0,1.0,80.0,40.0,4.495681818181817,4.51,4.58,4.71,4.49,4.45,f,100%,1.0,338.0,0.9094712296824635,1.5259735614841232
9.03690945771853e+17,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,41.38202,2.15045,120.0,1.0,365.0,1.0,1.0,1.0,0.0,0.0,1.8027272727272723,4.594545454545454,4.531818181818182,4.796363636363637,4.633636363636364,4.558181818181818,f,3%,1.0,365.0,0.6680611755023661,1.5290394224114823
7.09003388952142e+17,el Carmel,Horta-Guinardó,Private room in rental unit,Private room,41.42054,2.15865,55.0,1.0,365.0,1.0,1.0,1.0,0.0,0.0,1.4645454545454546,4.558181818181819,4.416363636363637,4.778181818181818,4.733636363636363,4.470909090909091,f,0%,1.0,364.0,0.8642068445236952,1.529210342226185
5.824864978193856e+17,el Poblenou,Sant Martí,Private room in condo,Private room,41.3970976909551,2.195679295708825,68.0,1.0,30.0,1.0,1.0,1.0,20.0,20.0,2.48,4.85,4.95,5.0,4.8,4.4,t,100%,1.0,293.0,0.8249777107194294,1.5312488855359716
7.347210470881905e+17,el Turó de la Peira,Nou Barris,Private room in condo,Private room,41.43206,2.16856,32.0,1.0,150.0,1.0,1.0,0.0,105.0,40.0,4.495681818181817,4.59,4.78,4.7,4.6,4.51,f,97%,2.0,0.0,0.9336122351004732,1.5326806117550238
6.739502185329094e+17,el Putxet i el Farró,Sarrià-Sant Gervasi,Private room in rental unit,Private room,41.40498,2.14469,40.0,1.0,365.0,1.0,1.0,1.0,19.0,10.0,0.97,4.53,4.89,4.84,4.63,4.47,f,29%,1.0,327.0,0.9094712296824635,1.5344735614841234
1604559.0,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,41.37336,2.1647,120.0,1.0,30.0,2.0,1.0,0.0,115.0,40.0,4.49,4.73,4.55,4.87,4.82,4.63,t,100%,1.0,0.0,0.6680611755023661,1.5399030587751186
22003742.0,el Carmel,Horta-Guinardó,Private room in rental unit,Private room,41.41891,2.1521,65.0,1.0,1125.0,1.0,1.0,1.0,10.0,8.0,0.14,4.9,4.9,4.8,4.28,4.6,f,25%,1.0,30.0,0.8340305877511831,1.5417015293875593
17361756.0,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,41.39559,2.16993,175.36363636363637,1.0,8.0,1.0,1.0,1.0,3.0,2.0,0.23,5.0,5.0,5.0,5.0,4.67,f,17%,1.0,78.0,0.5009944448254577,1.542049722241273
